Date,Region,Product_Category,Revenue,Expenses,Net_Profit,Customer_Count,Marketing_Spend,Employee_Cost,Sales_Channel,Order_Count
2024-09-22,North,Grocery,70458.0,107603.0,-37145.0,407,,64083.0,Offline,186
2024-09-23,West,Furniture,152661.0,13523.0,139138.0,213,44796.0,62600.0,Online,156
2024-09-24,North,Clothing,,70689.0,64740.0,440,6245.0,51022.0,Offline,493
2024-09-25,North,Electronics,106754.0,25834.0,80920.0,51,21948.0,4199.0,Online,910
2024-09-26,South,Clothing,143286.0,36474.0,106812.0,359,42947.0,51897.0,Hybrid,521
2024-09-27,South,Furniture,,45066.0,86413.0,425,28951.0,39038.0,Hybrid,627
2024-09-28,North,Grocery,163199.0,12400.0,150799.0,297,28707.0,56038.0,Offline,666
2024-09-29,East,Clothing,141213.0,127211.0,14002.0,435,6438.0,8897.0,Hybrid,130
2024-09-30,South,Electronics,33884.0,12345.0,21539.0,425,12650.0,65541.0,Offline,843
2024-10-01,West,Furniture,7708.0,35896.0,-28188.0,35,13906.0,15892.0,Hybrid,81
2024-10-02,South,Electronics,23375.0,30899.0,-7524.0,380,,9271.0,Online,384
2024-10-03,South,Electronics,20088.0,30229.0,-10141.0,394,38121.0,25815.0,Hybrid,802
2024-10-04,North,Furniture,62615.0,7583.0,55032.0,65,18825.0,46612.0,Online,659
2024-10-05,North,Electronics,115138.0,137969.0,-22831.0,262,,34357.0,Offline,295
2024-10-06,West,Furniture,181118.0,73537.0,107581.0,131,29379.0,17267.0,Offline,978
2024-10-07,North,Grocery,15014.0,137639.0,,115,,19268.0,Offline,269
2024-10-08,North,Clothing,139345.0,76807.0,62538.0,139,8433.0,,Online,645
2024-10-09,North,Electronics,183207.0,131648.0,51559.0,346,9936.0,60660.0,Offline,562
2024-10-10,West,Furniture,107842.0,114652.0,-6810.0,167,18169.0,66527.0,Offline,535
2024-10-11,North,Electronics,166953.0,146401.0,20552.0,385,6974.0,64379.0,Online,378
2024-10-12,East,Electronics,83077.0,,9285.0,240,47947.0,42271.0,Hybrid,376
2024-10-13,West,Clothing,144784.0,133300.0,11484.0,464,11728.0,67612.0,Offline,88
2024-10-14,East,Grocery,,39052.0,18822.0,317,34038.0,8235.0,Hybrid,925
2024-10-15,North,Electronics,74087.0,,26055.0,100,2343.0,17417.0,Hybrid,624
2024-10-16,South,Furniture,17297.0,,-18389.0,402,573.0,35609.0,Offline,111
2024-10-17,North,Furniture,32128.0,78981.0,,31,16559.0,34902.0,Offline,584
2024-10-18,East,Electronics,73368.0,100802.0,-27434.0,299,21233.0,24645.0,Online,154
2024-10-19,North,Furniture,83958.0,135881.0,-51923.0,119,41268.0,63873.0,Online,463
2024-10-20,West,Grocery,37920.0,44818.0,-6898.0,58,25895.0,65558.0,Offline,569
2024-10-21,South,Furniture,147228.0,102422.0,44806.0,138,20702.0,63233.0,Hybrid,769
2024-10-22,West,Clothing,147180.0,73927.0,73253.0,82,13773.0,24401.0,Online,156
2024-10-23,East,Electronics,167917.0,81465.0,86452.0,349,49389.0,8771.0,Online,625
2024-10-24,North,Clothing,138872.0,,23651.0,62,33599.0,42335.0,Offline,318
2024-10-25,South,Electronics,178784.0,,139451.0,476,8012.0,68449.0,Offline,559
2024-10-26,North,Electronics,138682.0,128457.0,10225.0,365,28731.0,2942.0,Offline,238
2024-10-27,North,Electronics,82603.0,18576.0,64027.0,389,23774.0,,Offline,334
2024-10-28,South,Clothing,38872.0,,-83003.0,177,38199.0,58042.0,Online,106
2024-10-29,West,Electronics,15728.0,41405.0,-25677.0,54,46010.0,54740.0,Online,482
2024-10-30,North,Clothing,100102.0,96000.0,,461,22909.0,66873.0,Online,699
2024-10-31,East,Grocery,127049.0,33601.0,93448.0,402,46694.0,48024.0,Hybrid,671
2024-11-01,North,Furniture,25583.0,69946.0,-44363.0,114,5613.0,24450.0,Online,710
2024-11-02,South,Furniture,90774.0,54116.0,36658.0,159,41687.0,57965.0,Online,382
2024-11-03,South,Electronics,143335.0,106186.0,37149.0,155,3381.0,11057.0,Offline,689
2024-11-04,South,Clothing,131374.0,64894.0,66480.0,213,46413.0,9983.0,Online,261
2024-11-05,North,Furniture,155528.0,9465.0,146063.0,371,46824.0,20995.0,Online,799
2024-11-06,North,Clothing,96118.0,58754.0,37364.0,308,19749.0,39886.0,Online,293
2024-11-07,West,Clothing,70942.0,94850.0,-23908.0,176,35843.0,3673.0,Offline,335
2024-11-08,West,Electronics,18689.0,111765.0,-93076.0,210,13214.0,35890.0,Online,655
2024-11-09,South,Furniture,,94691.0,74315.0,143,39453.0,24466.0,Online,820
2024-11-10,South,Electronics,38276.0,40871.0,-2595.0,220,9156.0,51406.0,Hybrid,709
2024-11-11,West,Electronics,106968.0,31511.0,75457.0,57,6241.0,,Hybrid,476
2024-11-12,North,Furniture,155945.0,82960.0,,135,17161.0,14665.0,Hybrid,225
2024-11-13,East,Furniture,18050.0,,-49726.0,248,32055.0,21641.0,Hybrid,907
2024-11-14,West,Grocery,71216.0,46462.0,24754.0,16,29190.0,33500.0,Offline,555
2024-11-15,North,Grocery,89040.0,34574.0,54466.0,473,33333.0,36797.0,Hybrid,454
2024-11-16,South,Clothing,26644.0,104072.0,-77428.0,462,37530.0,46950.0,Online,663
2024-11-17,South,Electronics,67021.0,80282.0,-13261.0,281,6204.0,26046.0,Hybrid,296
2024-11-18,North,Grocery,173197.0,111779.0,61418.0,394,48623.0,10638.0,Offline,575
2024-11-19,East,Clothing,47291.0,20557.0,26734.0,380,41862.0,22173.0,Hybrid,642
2024-11-20,South,Clothing,171132.0,74104.0,97028.0,46,12675.0,14222.0,Hybrid,767
2024-11-21,South,Clothing,137610.0,139152.0,-1542.0,496,13196.0,51064.0,Offline,463
2024-11-22,South,Grocery,172248.0,146926.0,25322.0,220,39523.0,38010.0,Offline,855
2024-11-23,North,Furniture,46520.0,124013.0,-77493.0,174,40709.0,19095.0,Offline,214
2024-11-24,West,Electronics,30675.0,43081.0,-12406.0,134,28554.0,2439.0,Offline,585
2024-11-25,South,Clothing,,137440.0,16919.0,346,21576.0,6375.0,Offline,943
2024-11-26,West,Grocery,5174.0,121181.0,-116007.0,201,15486.0,21600.0,Offline,616
2024-11-27,East,Grocery,97268.0,29094.0,68174.0,227,46618.0,3466.0,Online,158
2024-11-28,South,Electronics,39998.0,68766.0,-28768.0,223,14940.0,46097.0,Hybrid,272
2024-11-29,North,Electronics,189384.0,85053.0,104331.0,71,8460.0,54276.0,Hybrid,827
2024-11-30,East,Grocery,148184.0,3301.0,144883.0,337,22962.0,51117.0,Offline,238
2024-12-01,South,Furniture,110410.0,83463.0,26947.0,454,18321.0,47971.0,Offline,303
2024-12-02,West,Electronics,80225.0,26466.0,53759.0,390,27758.0,7928.0,Online,884
2024-12-03,North,Grocery,49814.0,28081.0,21733.0,170,27853.0,56309.0,Online,670
2024-12-04,West,Electronics,,26354.0,63737.0,75,23916.0,41888.0,Offline,621
2024-12-05,North,Furniture,55719.0,95297.0,-39578.0,295,22615.0,44832.0,Online,521
2024-12-06,North,Clothing,134887.0,20300.0,114587.0,248,46933.0,10404.0,Online,321
2024-12-07,West,Electronics,38919.0,66384.0,-27465.0,29,25468.0,34639.0,Offline,59
2024-12-08,West,Furniture,78155.0,97027.0,-18872.0,197,23231.0,61598.0,Offline,358
2024-12-09,West,Grocery,76569.0,123684.0,-47115.0,91,23285.0,67399.0,Offline,704
2024-12-10,West,Electronics,46328.0,62892.0,-16564.0,372,39897.0,28684.0,Offline,648
2024-12-11,East,Electronics,29618.0,37525.0,-7907.0,211,14328.0,69591.0,Hybrid,251
2024-12-12,South,Grocery,39675.0,8464.0,31211.0,417,5041.0,3682.0,Hybrid,891
2024-12-13,North,Clothing,23919.0,18562.0,5357.0,141,41144.0,39046.0,Offline,436
2024-12-14,West,Grocery,9173.0,109392.0,-100219.0,46,13811.0,22832.0,Online,146
2024-12-15,West,Electronics,114369.0,,56855.0,141,31031.0,17997.0,Offline,859
2024-12-16,West,Grocery,31400.0,115428.0,-84028.0,86,15088.0,35640.0,Hybrid,978
2024-12-17,East,Furniture,,114564.0,71953.0,98,49916.0,41491.0,Online,352
2024-12-18,West,Grocery,75305.0,110047.0,-34742.0,470,12880.0,64043.0,Hybrid,570
2024-12-19,West,Electronics,,34634.0,139002.0,411,43145.0,46520.0,Offline,689
2024-12-20,West,Grocery,181886.0,2060.0,179826.0,262,18318.0,63919.0,Hybrid,800
2024-12-21,South,Clothing,93791.0,11269.0,82522.0,353,31357.0,65442.0,Hybrid,245
2024-12-22,East,Grocery,164034.0,25065.0,138969.0,203,22211.0,22770.0,Hybrid,560
2024-12-23,West,Clothing,75533.0,4895.0,70638.0,185,5597.0,48498.0,Online,301
2024-12-24,North,Furniture,192256.0,82859.0,109397.0,42,28893.0,62477.0,Hybrid,438
2024-12-25,North,Clothing,,,-36833.0,67,22576.0,1244.0,Online,868
2024-12-26,North,Grocery,146650.0,,40523.0,476,19238.0,33788.0,Offline,100
2024-12-27,East,Electronics,136060.0,98426.0,37634.0,210,29817.0,58737.0,Offline,725
2024-12-28,East,Clothing,154696.0,13962.0,140734.0,37,39729.0,47489.0,Hybrid,814
2024-12-29,North,Furniture,44194.0,35302.0,8892.0,44,7544.0,29390.0,Online,480
2024-12-30,West,Clothing,114903.0,87382.0,27521.0,496,5997.0,11247.0,Offline,415
2024-12-31,East,Clothing,136461.0,6011.0,130450.0,134,14251.0,60719.0,Online,165
2025-01-01,North,Clothing,104303.0,131716.0,-27413.0,403,30382.0,35678.0,Online,912
2025-01-02,North,Furniture,118903.0,21782.0,97121.0,330,42572.0,,Hybrid,942
2025-01-03,West,Grocery,72391.0,122654.0,-50263.0,51,43694.0,9076.0,Hybrid,638
2025-01-04,South,Clothing,149866.0,11196.0,,94,44326.0,19006.0,Online,302
2025-01-05,East,Clothing,,45459.0,17543.0,402,22949.0,16051.0,Online,974
2025-01-06,West,Electronics,40531.0,89245.0,-48714.0,197,44528.0,5314.0,Hybrid,121
2025-01-07,North,Furniture,188887.0,80863.0,108024.0,120,33902.0,29670.0,Online,88
2025-01-08,North,Clothing,9986.0,125206.0,,280,33043.0,68551.0,Hybrid,217
2025-01-09,West,Furniture,37298.0,103010.0,-65712.0,492,29862.0,11236.0,Online,573
2025-01-10,East,Clothing,6481.0,34769.0,-28288.0,450,27815.0,,Hybrid,814
2025-01-11,South,Grocery,61408.0,109529.0,-48121.0,334,28246.0,61314.0,Online,179
2025-01-12,South,Grocery,126950.0,26700.0,100250.0,114,10557.0,17352.0,Hybrid,702
2025-01-13,North,Clothing,152907.0,7269.0,145638.0,415,46613.0,46650.0,Online,163
2025-01-14,East,Grocery,130355.0,123631.0,6724.0,329,43415.0,11346.0,Offline,593
2025-01-15,South,Clothing,32798.0,45880.0,-13082.0,50,21561.0,26156.0,Offline,170
2025-01-16,East,Grocery,96649.0,,-19354.0,224,34657.0,56904.0,Online,301
2025-01-17,East,Electronics,69887.0,141392.0,-71505.0,80,46339.0,15035.0,Offline,374
2025-01-18,North,Electronics,24477.0,51589.0,-27112.0,65,11822.0,17108.0,Online,708
2025-01-19,South,Electronics,153338.0,37897.0,115441.0,416,,3853.0,Online,203
2025-01-20,West,Furniture,132815.0,16380.0,116435.0,245,12806.0,5176.0,Offline,47
2025-01-21,North,Electronics,179598.0,72934.0,,290,34517.0,26920.0,Online,463
2025-01-22,South,Electronics,132426.0,57830.0,74596.0,484,28242.0,55850.0,Hybrid,670
2025-01-23,South,Furniture,147961.0,7529.0,140432.0,114,32100.0,7829.0,Online,408
2025-01-24,South,Grocery,29335.0,96598.0,-67263.0,399,18129.0,41667.0,Online,194
2025-01-25,South,Clothing,147326.0,84987.0,62339.0,384,8745.0,66842.0,Offline,427
2025-01-26,South,Clothing,91610.0,51178.0,40432.0,171,31914.0,36843.0,Hybrid,930
2025-01-27,East,Clothing,,140009.0,-123567.0,200,44370.0,51808.0,Online,791
2025-01-28,North,Electronics,51289.0,123952.0,-72663.0,18,,31543.0,Online,317
2025-01-29,East,Furniture,58747.0,41886.0,16861.0,69,49494.0,7611.0,Online,479
2025-01-30,West,Grocery,42327.0,51699.0,-9372.0,390,11088.0,47902.0,Online,421
2025-01-31,South,Grocery,152271.0,78396.0,73875.0,314,942.0,34043.0,Online,269
2025-02-01,North,Electronics,77827.0,,-14851.0,234,40244.0,6271.0,Online,481
2025-02-02,North,Grocery,111464.0,27279.0,,316,37943.0,59745.0,Hybrid,711
2025-02-03,North,Grocery,136184.0,112776.0,23408.0,197,12303.0,63077.0,Hybrid,736
2025-02-04,East,Grocery,,103444.0,-11393.0,79,41221.0,60119.0,Online,263
2025-02-05,North,Grocery,155653.0,108300.0,47353.0,302,37645.0,12573.0,Online,426
2025-02-06,West,Electronics,64722.0,115793.0,-51071.0,296,11099.0,22409.0,Offline,166
2025-02-07,West,Grocery,97036.0,118278.0,-21242.0,491,7558.0,25464.0,Hybrid,692
2025-02-08,North,Clothing,152595.0,105247.0,47348.0,178,17706.0,43840.0,Hybrid,428
2025-02-09,North,Electronics,71960.0,10997.0,60963.0,71,12394.0,49785.0,Online,704
2025-02-10,North,Furniture,24552.0,108102.0,-83550.0,358,3439.0,21662.0,Hybrid,397
2025-02-11,North,Grocery,146880.0,87711.0,59169.0,451,22649.0,19228.0,Hybrid,216
2025-02-12,West,Furniture,159692.0,118045.0,41647.0,23,1531.0,61721.0,Offline,796
2025-02-13,South,Grocery,5887.0,42860.0,-36973.0,173,10708.0,50223.0,Offline,864
2025-02-14,North,Clothing,36802.0,5225.0,31577.0,429,1062.0,8386.0,Hybrid,107
2025-02-15,North,Electronics,90024.0,112114.0,-22090.0,254,43998.0,7862.0,Hybrid,978
2025-02-16,West,Grocery,123639.0,115218.0,8421.0,344,49992.0,41108.0,Hybrid,98
2025-02-17,West,Grocery,123248.0,102764.0,20484.0,17,21451.0,28201.0,Online,880
2025-02-18,East,Grocery,86938.0,109041.0,-22103.0,163,49420.0,69578.0,Offline,482
2025-02-19,North,Grocery,127746.0,114224.0,13522.0,45,47266.0,50966.0,Online,499
2025-02-20,East,Electronics,31049.0,65656.0,,57,28851.0,55774.0,Offline,230
2025-02-21,West,Electronics,82789.0,78290.0,4499.0,94,19180.0,11386.0,Offline,257
2025-02-22,West,Clothing,89526.0,58633.0,30893.0,37,,16225.0,Offline,43
2025-02-23,South,Electronics,143918.0,28655.0,115263.0,205,22086.0,17693.0,Hybrid,242
2025-02-24,North,Grocery,51220.0,123118.0,-71898.0,455,9808.0,44021.0,Offline,554
2025-02-25,East,Clothing,51163.0,5114.0,46049.0,217,10109.0,19261.0,Online,95
2025-02-26,West,Clothing,139837.0,28502.0,111335.0,479,29995.0,28378.0,Offline,946
2025-02-27,West,Clothing,122126.0,51768.0,70358.0,213,18175.0,12937.0,Online,766
2025-02-28,East,Grocery,86486.0,50128.0,36358.0,473,28564.0,67330.0,Offline,188
2025-03-01,South,Furniture,181342.0,85123.0,96219.0,316,9220.0,48366.0,Offline,385
2025-03-02,West,Grocery,,110255.0,,113,43440.0,41160.0,Hybrid,819
2025-03-03,North,Electronics,109245.0,5174.0,104071.0,239,14957.0,46313.0,Online,400
2025-03-04,West,Electronics,127332.0,119769.0,,435,3439.0,28032.0,Offline,506
2025-03-05,North,Grocery,27931.0,37398.0,-9467.0,110,47613.0,18358.0,Offline,167
2025-03-06,East,Grocery,94116.0,137393.0,-43277.0,38,49426.0,62710.0,Online,783
2025-03-07,North,Clothing,60633.0,125549.0,-64916.0,136,38703.0,49821.0,Offline,125
2025-03-08,East,Grocery,56913.0,74635.0,-17722.0,347,23865.0,29365.0,Hybrid,673
2025-03-09,North,Clothing,99776.0,25760.0,74016.0,19,5892.0,14189.0,Online,87
2025-03-10,East,Electronics,30991.0,144432.0,-113441.0,115,26405.0,8248.0,Hybrid,821
2025-03-11,North,Clothing,190917.0,143385.0,47532.0,176,8472.0,5369.0,Online,489
2025-03-12,South,Grocery,109092.0,132674.0,-23582.0,475,31153.0,64763.0,Online,226
2025-03-13,North,Electronics,191384.0,138873.0,52511.0,266,26829.0,9050.0,Online,657
2025-03-14,North,Furniture,146633.0,16130.0,130503.0,304,19684.0,29605.0,Offline,345
2025-03-15,South,Clothing,152973.0,147343.0,5630.0,286,15299.0,50616.0,Online,760
2025-03-16,West,Electronics,100556.0,149147.0,-48591.0,74,15552.0,55479.0,Online,874
2025-03-17,West,Clothing,67875.0,109215.0,-41340.0,280,6544.0,41883.0,Online,518
2025-03-18,North,Electronics,161989.0,90095.0,71894.0,397,,34055.0,Hybrid,31
2025-03-19,South,Electronics,67120.0,62942.0,4178.0,197,24267.0,69731.0,Online,709
2025-03-20,North,Clothing,138060.0,145933.0,-7873.0,326,47683.0,8450.0,Offline,744
2025-03-21,East,Furniture,115041.0,100970.0,14071.0,413,20734.0,3925.0,Online,296
2025-03-22,East,Electronics,133467.0,84203.0,49264.0,147,21881.0,51272.0,Online,414
2025-03-23,North,Electronics,150328.0,90177.0,60151.0,352,17774.0,6310.0,Hybrid,837
2025-03-24,West,Electronics,123490.0,74902.0,48588.0,114,47126.0,32817.0,Offline,972
2025-03-25,West,Furniture,131155.0,,36983.0,43,22804.0,45528.0,Offline,135
2025-03-26,North,Electronics,33230.0,148702.0,-115472.0,389,18072.0,56779.0,Offline,525
2025-03-27,North,Grocery,64778.0,,42722.0,119,38912.0,16457.0,Online,4
2025-03-28,East,Clothing,50833.0,,-89621.0,441,26465.0,43311.0,Online,178
2025-03-29,West,Furniture,27625.0,57739.0,-30114.0,42,18884.0,4980.0,Offline,746
2025-03-30,North,Clothing,37088.0,83685.0,-46597.0,363,,21886.0,Offline,259
2025-03-31,East,Grocery,177239.0,50639.0,126600.0,240,18420.0,51877.0,Hybrid,652
2025-04-01,West,Clothing,108937.0,2992.0,105945.0,326,17202.0,37181.0,Offline,65
2025-04-02,South,Furniture,81361.0,74394.0,6967.0,275,38421.0,34262.0,Online,795
2025-04-03,East,Clothing,93229.0,69657.0,23572.0,191,2394.0,1947.0,Online,363
2025-04-04,West,Furniture,140189.0,29160.0,111029.0,349,31485.0,,Online,818
2025-04-05,West,Clothing,,47156.0,48109.0,74,28787.0,2128.0,Hybrid,717
2025-04-06,East,Furniture,102718.0,88442.0,14276.0,342,8491.0,33322.0,Offline,17
2025-04-07,South,Furniture,65710.0,119925.0,-54215.0,10,15939.0,49929.0,Online,200
2025-04-08,East,Clothing,99876.0,6136.0,93740.0,142,29584.0,10808.0,Hybrid,544
2025-04-09,West,Grocery,35949.0,63868.0,-27919.0,89,42735.0,53882.0,Hybrid,212
2025-04-10,North,Electronics,158619.0,84263.0,74356.0,280,28159.0,22725.0,Online,435
2025-04-11,North,Grocery,73136.0,,38969.0,250,25476.0,40950.0,Hybrid,273
2025-04-12,East,Clothing,116541.0,112957.0,3584.0,37,39203.0,,Hybrid,290
2025-04-13,West,Grocery,66842.0,17479.0,49363.0,232,17607.0,22825.0,Online,803
2025-04-14,North,Furniture,31990.0,121392.0,-89402.0,32,2829.0,9998.0,Hybrid,483
2025-04-15,West,Electronics,152265.0,137895.0,14370.0,118,42595.0,37080.0,Online,998
2025-04-16,East,Clothing,35109.0,21585.0,,116,3270.0,58797.0,Online,234
2025-04-17,North,Clothing,135356.0,28619.0,,154,5346.0,16802.0,Hybrid,408
2025-04-18,West,Clothing,155305.0,77069.0,78236.0,378,17151.0,12167.0,Online,694
2025-04-19,North,Electronics,133133.0,41895.0,91238.0,363,49544.0,43407.0,Online,146
2025-04-20,East,Furniture,170582.0,5720.0,164862.0,406,15133.0,14338.0,Offline,562
2025-04-21,West,Clothing,6306.0,21267.0,-14961.0,407,,19895.0,Online,430
2025-04-22,North,Grocery,8849.0,148768.0,-139919.0,148,1069.0,48910.0,Offline,432
2025-04-23,East,Clothing,17360.0,55364.0,-38004.0,293,2473.0,66898.0,Offline,615
2025-04-24,North,Clothing,116072.0,53567.0,62505.0,307,36090.0,4454.0,Offline,545
2025-04-25,North,Clothing,99767.0,93229.0,6538.0,489,33538.0,61797.0,Offline,497
2025-04-26,South,Clothing,181872.0,80518.0,101354.0,108,,51637.0,Hybrid,983
2025-04-27,South,Furniture,173035.0,84844.0,88191.0,326,8141.0,6349.0,Hybrid,89
2025-04-28,North,Grocery,59330.0,92697.0,-33367.0,132,9430.0,40963.0,Online,997
2025-04-29,South,Furniture,56707.0,59196.0,-2489.0,329,7180.0,8750.0,Online,411
2025-04-30,East,Grocery,23689.0,,-93911.0,296,1757.0,23463.0,Online,897
2025-05-01,South,Clothing,34084.0,102625.0,-68541.0,90,8750.0,59792.0,Hybrid,853
2025-05-02,North,Electronics,45387.0,133567.0,,466,38638.0,14686.0,Offline,827
2025-05-03,East,Furniture,79816.0,46755.0,33061.0,19,29257.0,64528.0,Hybrid,241
2025-05-04,East,Electronics,7642.0,35324.0,-27682.0,17,5358.0,23787.0,Hybrid,778
2025-05-05,North,Furniture,47137.0,80929.0,-33792.0,414,41849.0,15776.0,Online,223
2025-05-06,East,Clothing,191633.0,134624.0,57009.0,214,13991.0,58427.0,Online,748
2025-05-07,East,Furniture,67260.0,53272.0,13988.0,324,25794.0,62086.0,Online,665
2025-05-08,South,Clothing,151510.0,76462.0,75048.0,443,45704.0,64308.0,Offline,468
2025-05-09,East,Furniture,53442.0,56675.0,-3233.0,206,46138.0,16797.0,Offline,569
2025-05-10,West,Clothing,108061.0,75591.0,32470.0,207,49772.0,6302.0,Hybrid,322
2025-05-11,North,Electronics,139066.0,34363.0,104703.0,39,7408.0,64172.0,Offline,375
2025-05-12,South,Grocery,130844.0,79004.0,51840.0,488,11344.0,39059.0,Online,112
2025-05-13,South,Clothing,104575.0,42718.0,61857.0,410,38129.0,1908.0,Offline,527
2025-05-14,West,Grocery,6813.0,115627.0,-108814.0,468,3411.0,61252.0,Offline,412
2025-05-15,North,Clothing,98027.0,28870.0,69157.0,29,9491.0,13877.0,Offline,269
2025-05-16,North,Electronics,128489.0,39394.0,,57,12072.0,15239.0,Offline,626
2025-05-17,South,Clothing,89381.0,54057.0,35324.0,466,43566.0,28313.0,Online,252
2025-05-18,East,Electronics,60276.0,81795.0,-21519.0,139,30193.0,43103.0,Online,374
2025-05-19,South,Electronics,,82409.0,-36166.0,302,40504.0,49408.0,Hybrid,654
2025-05-20,North,Clothing,198984.0,15016.0,183968.0,394,38833.0,11534.0,Hybrid,626
2025-05-21,West,Electronics,65272.0,44137.0,21135.0,141,17993.0,44060.0,Hybrid,450
2025-05-22,South,Grocery,178123.0,133225.0,44898.0,365,40197.0,18189.0,Offline,802
2025-05-23,North,Furniture,70618.0,140925.0,-70307.0,63,18134.0,11967.0,Offline,995
2025-05-24,South,Clothing,6920.0,14379.0,-7459.0,387,25061.0,66563.0,Online,869
2025-05-25,East,Electronics,111121.0,148864.0,,290,,9660.0,Hybrid,537
2025-05-26,South,Clothing,81872.0,123169.0,-41297.0,396,7851.0,40823.0,Online,368
2025-05-27,North,Grocery,86132.0,128082.0,-41950.0,274,26421.0,56842.0,Hybrid,822
2025-05-28,North,Clothing,7093.0,115089.0,-107996.0,479,19840.0,10616.0,Hybrid,255
2025-05-29,North,Clothing,17905.0,13049.0,4856.0,224,15401.0,49738.0,Hybrid,463
2025-05-30,North,Electronics,126759.0,133858.0,-7099.0,469,11138.0,14107.0,Offline,268
2025-05-31,South,Grocery,160423.0,124784.0,35639.0,467,39096.0,62404.0,Hybrid,126
2025-06-01,East,Furniture,35981.0,49691.0,-13710.0,299,21878.0,16954.0,Hybrid,393
2025-06-02,West,Furniture,78903.0,59986.0,18917.0,52,44824.0,17943.0,Offline,762
2025-06-03,West,Electronics,75821.0,96774.0,-20953.0,83,23320.0,41725.0,Hybrid,799
2025-06-04,North,Clothing,114200.0,107315.0,6885.0,359,25560.0,46434.0,Offline,334
2025-06-05,North,Electronics,87289.0,59204.0,28085.0,287,33142.0,11110.0,Offline,989
2025-06-06,North,Electronics,121506.0,22085.0,99421.0,335,25878.0,17462.0,Online,565
2025-06-07,West,Electronics,83513.0,35980.0,47533.0,251,8650.0,55081.0,Offline,368
2025-06-08,North,Clothing,155946.0,58117.0,97829.0,139,43375.0,53799.0,Offline,555
2025-06-09,East,Grocery,187003.0,147213.0,39790.0,359,24559.0,67567.0,Offline,678
2025-06-10,East,Electronics,143746.0,142416.0,1330.0,203,35025.0,52224.0,Hybrid,554
2025-06-11,North,Clothing,55516.0,17896.0,37620.0,41,18693.0,57063.0,Online,892
2025-06-12,North,Grocery,196758.0,91353.0,105405.0,115,44467.0,56240.0,Hybrid,456
2025-06-13,West,Electronics,74212.0,31813.0,42399.0,409,28301.0,18868.0,Offline,688
2025-06-14,West,Furniture,138498.0,67679.0,70819.0,213,49563.0,23222.0,Offline,67
2025-06-15,South,Grocery,135970.0,143753.0,-7783.0,10,,64924.0,Online,66
2025-06-16,West,Electronics,95009.0,5228.0,89781.0,254,13307.0,55649.0,Online,912
2025-06-17,East,Grocery,166015.0,137654.0,28361.0,81,18035.0,11223.0,Offline,595
2025-06-18,East,Grocery,49816.0,13397.0,36419.0,441,5992.0,49166.0,Offline,862
2025-06-19,North,Grocery,9138.0,39011.0,-29873.0,315,31857.0,40369.0,Hybrid,617
2025-06-20,West,Grocery,96176.0,81183.0,14993.0,406,6802.0,60526.0,Offline,400
2025-06-21,South,Grocery,80945.0,95254.0,-14309.0,24,32814.0,13661.0,Hybrid,287
2025-06-22,East,Grocery,9017.0,44317.0,-35300.0,62,49197.0,16591.0,Online,886
2025-06-23,East,Electronics,15451.0,,-89038.0,437,5247.0,56235.0,Hybrid,186
2025-06-24,South,Furniture,199028.0,42096.0,156932.0,17,47506.0,8970.0,Offline,284
2025-06-25,South,Clothing,98863.0,55785.0,43078.0,339,41670.0,48922.0,Hybrid,516
2025-06-26,East,Grocery,15278.0,54344.0,-39066.0,55,11186.0,31755.0,Hybrid,650
2025-06-27,East,Clothing,48764.0,122382.0,-73618.0,334,37949.0,20416.0,Online,691
2025-06-28,South,Electronics,128030.0,112489.0,15541.0,123,,14672.0,Hybrid,237
2025-06-29,East,Grocery,137206.0,13549.0,123657.0,156,36696.0,47996.0,Offline,18
2025-06-30,North,Furniture,67943.0,27739.0,40204.0,175,30428.0,1064.0,Hybrid,815
2025-07-01,North,Clothing,100667.0,23209.0,77458.0,388,7994.0,69835.0,Hybrid,928
2025-07-02,South,Grocery,59318.0,109051.0,-49733.0,148,37223.0,6639.0,Hybrid,414
2025-07-03,West,Electronics,108423.0,17116.0,91307.0,126,30377.0,12055.0,Offline,932
2025-07-04,South,Furniture,108998.0,22045.0,86953.0,308,28481.0,60220.0,Hybrid,9
2025-07-05,South,Clothing,65128.0,37709.0,27419.0,285,14526.0,30427.0,Offline,420
2025-07-06,West,Clothing,26869.0,45617.0,-18748.0,413,20922.0,65666.0,Hybrid,29
2025-07-07,West,Grocery,10039.0,121779.0,-111740.0,286,9744.0,65274.0,Online,656
2025-07-08,West,Furniture,157353.0,44919.0,112434.0,347,33981.0,11866.0,Online,348
2025-07-09,North,Furniture,117935.0,85521.0,32414.0,322,24144.0,4889.0,Online,661
2025-07-10,East,Furniture,15442.0,8447.0,6995.0,187,,49226.0,Offline,576
2025-07-11,North,Furniture,78788.0,7499.0,71289.0,339,9021.0,32335.0,Offline,879
2025-07-12,East,Electronics,124729.0,41041.0,83688.0,363,2246.0,51547.0,Offline,450
2025-07-13,North,Furniture,,33315.0,-729.0,163,18091.0,27162.0,Hybrid,380
2025-07-14,East,Clothing,58053.0,,-76318.0,423,27218.0,25687.0,Offline,699
2025-07-15,North,Clothing,186561.0,122506.0,64055.0,210,3196.0,11995.0,Offline,366
2025-07-16,West,Electronics,91346.0,138066.0,-46720.0,375,12512.0,57488.0,Offline,227
